customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
C0328,Male,0,Yes,No,24,Yes,Fiber optic,Month-to-month,92.02,2208.48,No
C0329,Female,0,Yes,No,30,Yes,Fiber optic,Month-to-month,97.67,2930.1,No
C0330,Female,0,No,No,58,Yes,Fiber optic,Two year,33.56,1946.48,No
C0331,Male,0,Yes,No,31,Yes,DSL,One year,96.64,2995.84,No
C0332,Male,0,No,No,64,No,DSL,Month-to-month,109.23,6990.72,No
C0333,Female,0,No,No,19,Yes,DSL,Month-to-month,85.42,1622.98,Yes
C0334,Male,0,Yes,No,48,Yes,DSL,Month-to-month,90.63,4350.24,No
C0335,Female,0,No,Yes,45,Yes,Fiber optic,One year,109.5,4927.5,Yes
C0336,Female,0,No,Yes,55,Yes,DSL,One year,74.49,4096.95,No
C0337,Male,0,No,No,55,Yes,DSL,Two year,47.71,2624.05,No
C0338,Male,0,No,No,18,Yes,DSL,Month-to-month,95.38,1716.84,No
C0339,Female,0,Yes,Yes,63,Yes,No,Month-to-month,75.3,4743.9,Yes
C0340,Female,1,Yes,No,47,Yes,Fiber optic,Month-to-month,72.31,3398.57,No
C0341,Male,1,No,No,57,Yes,Fiber optic,One year,42.83,2441.31,No
C0342,Female,0,Yes,Yes,45,Yes,DSL,One year,88.07,3963.15,Yes
C0343,Male,0,Yes,No,33,Yes,Fiber optic,One year,27.35,902.55,No
C0344,Female,0,Yes,No,17,Yes,Fiber optic,One year,103.19,1754.23,No
C0345,Male,0,Yes,No,70,No,Fiber optic,Month-to-month,49.32,3452.4,No
C0346,Male,0,Yes,Yes,4,No,No,One year,31.5,126.0,Yes
C0347,Male,0,No,No,20,Yes,DSL,Month-to-month,59.81,1196.2,No
C0348,Female,0,Yes,No,47,Yes,No,One year,23.82,1119.54,No
C0349,Female,0,Yes,No,15,Yes,No,Month-to-month,81.62,1224.3,No
C0350,Male,0,Yes,No,70,Yes,DSL,Month-to-month,101.24,7086.8,No
C0351,Female,0,Yes,No,47,Yes,Fiber optic,Two year,95.35,4481.45,Yes
C0352,Male,0,No,No,9,Yes,No,Two year,31.46,283.14,Yes
C0353,Male,0,No,No,16,Yes,DSL,Two year,31.36,501.76,No
C0354,Female,0,No,No,69,Yes,Fiber optic,Month-to-month,93.21,6431.49,No
C0355,Female,0,No,Yes,61,Yes,No,One year,103.18,6293.98,Yes
C0356,Male,0,Yes,No,10,Yes,Fiber optic,Month-to-month,61.46,614.6,Yes
C0357,Female,1,No,No,50,No,DSL,Two year,64.91,3245.5,No
C0358,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,48.64,145.92,Yes
C0359,Male,0,Yes,Yes,70,Yes,DSL,Two year,100.48,7033.6,Yes
C0360,Male,0,Yes,No,51,Yes,Fiber optic,Two year,78.04,3980.04,No
C0361,Female,0,Yes,No,19,Yes,DSL,One year,45.94,872.86,Yes
C0362,Male,0,Yes,No,42,Yes,Fiber optic,Month-to-month,46.89,1969.38,No
C0363,Male,0,No,Yes,35,Yes,Fiber optic,Month-to-month,100.21,3507.35,No
C0364,Female,0,No,No,46,Yes,Fiber optic,Two year,21.23,976.58,No
C0365,Male,0,No,No,26,Yes,Fiber optic,Month-to-month,49.05,1275.3,No
C0366,Male,0,No,Yes,69,Yes,Fiber optic,Two year,69.89,4822.41,No
C0367,Female,0,Yes,No,64,No,Fiber optic,Month-to-month,33.34,2133.76,No
C0368,Female,0,No,No,37,Yes,DSL,Month-to-month,28.29,1046.73,No
C0369,Male,0,Yes,No,49,Yes,Fiber optic,Two year,93.37,4575.13,No
C0370,Male,0,No,No,21,Yes,DSL,One year,100.5,2110.5,No
C0371,Female,1,Yes,No,64,Yes,No,One year,94.12,6023.68,No
C0372,Female,0,Yes,No,5,Yes,DSL,One year,100.89,504.45,No
C0373,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,69.78,4884.6,Yes
C0374,Female,0,Yes,No,4,Yes,Fiber optic,One year,93.1,372.4,No
C0375,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,54.56,2127.84,Yes
C0376,Female,0,No,No,35,No,DSL,Two year,79.96,2798.6,No
C0377,Female,0,Yes,No,1,Yes,Fiber optic,Two year,109.0,109.0,No
C0378,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,40.32,967.68,No
C0379,Female,0,No,No,57,Yes,Fiber optic,One year,55.09,3140.13,No
C0380,Male,0,No,No,70,No,DSL,One year,63.2,4424.0,No
C0381,Female,0,Yes,No,41,Yes,Fiber optic,Month-to-month,32.42,1329.22,No
C0382,Female,0,Yes,Yes,54,Yes,Fiber optic,Two year,27.29,1473.66,Yes
C0383,Female,0,Yes,No,46,Yes,Fiber optic,Month-to-month,94.68,4355.28,No
C0384,Male,0,No,Yes,60,Yes,Fiber optic,Month-to-month,107.91,6474.6,No
C0385,Male,0,Yes,No,60,Yes,Fiber optic,Month-to-month,56.43,3385.8,No
C0386,Female,0,No,No,57,Yes,DSL,Month-to-month,27.89,1589.73,No
C0387,Male,1,No,No,31,Yes,DSL,One year,25.92,803.52,Yes
C0388,Male,0,Yes,No,24,Yes,DSL,One year,100.22,2405.28,No
C0389,Male,0,No,No,36,Yes,DSL,One year,61.74,2222.64,No
C0390,Male,0,Yes,No,30,Yes,Fiber optic,One year,48.8,1464.0,No
C0391,Male,0,Yes,Yes,24,No,Fiber optic,Month-to-month,62.88,1509.12,No
C0392,Male,0,Yes,No,30,Yes,DSL,Month-to-month,48.65,1459.5,No
C0393,Female,0,Yes,Yes,7,No,No,Month-to-month,64.01,448.07,No
C0394,Female,0,Yes,Yes,35,Yes,DSL,Month-to-month,97.36,3407.6,No
C0395,Male,0,No,No,55,Yes,Fiber optic,One year,73.31,4032.05,No
C0396,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,82.52,1155.28,Yes
C0397,Female,1,No,No,10,Yes,DSL,Month-to-month,52.82,528.2,No
C0398,Female,0,Yes,No,16,Yes,DSL,Month-to-month,86.47,1383.52,No
C0399,Female,0,Yes,No,54,Yes,Fiber optic,Two year,80.0,4320.0,Yes
C0400,Male,0,Yes,No,70,Yes,DSL,Two year,30.76,2153.2,Yes
C0401,Female,1,No,No,44,No,No,One year,71.54,3147.76,No
C0402,Female,0,Yes,No,45,Yes,Fiber optic,Two year,43.11,1939.95,No
C0403,Male,0,No,Yes,56,Yes,No,One year,92.37,5172.72,Yes
C0404,Male,1,No,No,57,Yes,DSL,One year,58.33,3324.81,No
C0405,Female,1,Yes,No,21,Yes,Fiber optic,Month-to-month,109.52,2299.92,No
C0406,Female,0,Yes,No,68,Yes,Fiber optic,One year,28.33,1926.44,Yes
C0407,Female,0,No,No,50,Yes,Fiber optic,One year,90.23,4511.5,Yes
C0408,Female,0,Yes,No,33,Yes,DSL,One year,80.63,2660.79,No
C0409,Female,0,No,No,7,Yes,Fiber optic,One year,89.07,623.49,No
C0410,Female,1,Yes,No,70,Yes,Fiber optic,Month-to-month,47.68,3337.6,No
C0411,Male,0,Yes,No,15,Yes,Fiber optic,One year,64.28,964.2,Yes
C0412,Female,0,No,No,32,Yes,DSL,Two year,91.69,2934.08,No
C0413,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,40.93,818.6,No
C0414,Male,0,No,Yes,15,Yes,DSL,One year,40.34,605.1,No
C0415,Male,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,69.59,3340.32,No
C0416,Male,0,No,Yes,71,Yes,Fiber optic,One year,67.12,4765.52,No
C0417,Male,0,No,No,21,Yes,Fiber optic,One year,45.4,953.4,No
C0418,Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,46.83,1966.86,No
C0419,Female,0,No,Yes,26,Yes,Fiber optic,One year,45.01,1170.26,Yes
C0420,Female,0,Yes,No,14,Yes,No,Month-to-month,89.44,1252.16,No
C0421,Female,0,Yes,Yes,57,Yes,DSL,One year,78.67,4484.19,Yes
C0422,Female,0,Yes,No,37,Yes,Fiber optic,Month-to-month,94.92,3512.04,No
C0423,Female,0,No,No,58,Yes,Fiber optic,One year,107.79,6251.82,No
C0424,Male,0,No,Yes,21,Yes,Fiber optic,Month-to-month,62.67,1316.07,No
C0425,Female,0,Yes,No,69,Yes,DSL,One year,26.0,1794.0,No
C0426,Male,0,Yes,Yes,3,Yes,Fiber optic,Month-to-month,24.33,72.99,No
C0427,Male,0,No,Yes,37,Yes,Fiber optic,Two year,46.61,1724.57,No
C0428,Female,0,Yes,No,49,Yes,DSL,Two year,103.93,5092.57,No
C0429,Male,0,Yes,No,19,Yes,No,Two year,67.09,1274.71,No
C0430,Female,0,No,No,12,Yes,DSL,One year,44.46,533.52,No
C0431,Male,1,Yes,No,61,Yes,DSL,One year,55.93,3411.73,No
C0432,Female,0,No,No,41,Yes,DSL,Month-to-month,73.87,3028.67,No
C0433,Male,0,Yes,No,33,Yes,DSL,Month-to-month,78.77,2599.41,No
C0434,Female,0,No,Yes,50,Yes,No,Month-to-month,33.85,1692.5,No
C0435,Female,0,Yes,No,68,Yes,DSL,One year,107.93,7339.24,Yes
C0436,Female,0,Yes,Yes,71,Yes,Fiber optic,Two year,69.03,4901.13,Yes
C0437,Female,0,No,Yes,33,Yes,DSL,Month-to-month,32.21,1062.93,No
C0438,Female,0,Yes,No,24,Yes,Fiber optic,Two year,100.43,2410.32,Yes
C0439,Male,0,No,Yes,61,Yes,Fiber optic,One year,26.72,1629.92,No
C0440,Male,0,Yes,No,61,Yes,DSL,One year,101.7,6203.7,No
C0441,Male,1,No,No,28,Yes,DSL,Month-to-month,109.69,3071.32,Yes
C0442,Female,0,No,Yes,58,Yes,Fiber optic,Month-to-month,83.04,4816.32,No
C0443,Male,1,No,No,43,Yes,DSL,One year,89.34,3841.62,Yes
C0444,Female,0,No,Yes,41,Yes,Fiber optic,One year,50.36,2064.76,No
C0445,Female,0,Yes,No,39,Yes,DSL,Month-to-month,104.74,4084.86,Yes
C0446,Male,1,Yes,No,49,Yes,Fiber optic,One year,67.67,3315.83,Yes
C0447,Male,0,No,No,17,Yes,DSL,Two year,85.91,1460.47,No
C0448,Female,0,No,No,70,Yes,Fiber optic,Two year,103.17,7221.9,No
C0449,Male,0,No,Yes,70,Yes,DSL,Two year,107.77,7543.9,No
C0450,Female,0,Yes,No,65,Yes,No,Month-to-month,94.99,6174.35,No
C0451,Female,1,Yes,No,5,Yes,DSL,Month-to-month,47.27,236.35,No
C0452,Female,0,Yes,No,2,Yes,Fiber optic,One year,106.99,213.98,No
C0453,Female,0,Yes,No,22,Yes,Fiber optic,Month-to-month,76.53,1683.66,No
C0454,Female,0,No,No,57,Yes,DSL,Month-to-month,103.76,5914.32,No
C0455,Male,0,No,Yes,66,Yes,Fiber optic,Month-to-month,80.85,5336.1,No
C0456,Male,0,No,Yes,16,Yes,DSL,Month-to-month,47.65,762.4,No
C0457,Female,0,Yes,No,51,No,Fiber optic,Month-to-month,53.3,2718.3,No
C0458,Female,0,Yes,No,39,Yes,No,Month-to-month,69.54,2712.06,No
C0459,Male,0,Yes,No,40,Yes,Fiber optic,Month-to-month,91.1,3644.0,No
C0460,Male,0,No,No,38,Yes,DSL,Month-to-month,48.62,1847.56,No
C0461,Female,1,No,No,60,Yes,Fiber optic,One year,72.18,4330.8,No
C0462,Male,0,Yes,Yes,59,Yes,Fiber optic,One year,51.11,3015.49,No
C0463,Female,0,No,No,10,Yes,Fiber optic,One year,93.42,934.2,No
C0464,Male,0,Yes,Yes,64,Yes,Fiber optic,Month-to-month,62.01,3968.64,Yes
C0465,Female,0,Yes,No,63,Yes,Fiber optic,Month-to-month,26.91,1695.33,No
C0466,Male,0,No,No,49,Yes,Fiber optic,One year,34.94,1712.06,Yes
C0467,Female,0,Yes,No,64,Yes,Fiber optic,One year,25.5,1632.0,No
C0468,Male,0,No,Yes,32,Yes,DSL,Month-to-month,64.94,2078.08,Yes
C0469,Male,0,Yes,No,7,Yes,Fiber optic,Month-to-month,29.57,206.99,Yes
C0470,Female,0,No,No,21,Yes,Fiber optic,Two year,30.27,635.67,No
C0471,Male,1,No,No,20,Yes,Fiber optic,Month-to-month,104.69,2093.8,No
C0472,Female,0,No,Yes,26,Yes,Fiber optic,Month-to-month,98.54,2562.04,Yes
C0473,Male,0,Yes,No,68,Yes,Fiber optic,One year,60.69,4126.92,No
C0474,Female,1,Yes,No,15,Yes,DSL,Month-to-month,108.72,1630.8,No
C0475,Male,0,No,Yes,14,No,Fiber optic,Month-to-month,20.02,280.28,Yes
C0476,Female,0,No,Yes,27,Yes,Fiber optic,Month-to-month,75.26,2032.02,Yes
C0477,Male,1,Yes,Yes,40,No,Fiber optic,One year,75.48,3019.2,No
C0478,Female,0,Yes,No,58,Yes,DSL,Month-to-month,61.17,3547.86,No
C0479,Male,0,Yes,No,28,Yes,DSL,Month-to-month,55.73,1560.44,Yes
C0480,Female,0,No,No,26,Yes,DSL,Month-to-month,60.98,1585.48,No
C0481,Female,0,Yes,Yes,63,Yes,Fiber optic,Two year,57.35,3613.05,No
C0482,Female,0,Yes,No,66,Yes,DSL,Month-to-month,85.74,5658.84,No
C0483,Male,0,No,No,25,No,Fiber optic,Two year,32.18,804.5,No
C0484,Female,1,Yes,No,3,No,No,Month-to-month,37.79,113.37,No
C0485,Male,0,Yes,No,44,Yes,DSL,Two year,36.25,1595.0,No
C0486,Female,0,Yes,Yes,42,Yes,Fiber optic,Two year,43.62,1832.04,No
C0487,Male,0,No,No,6,No,Fiber optic,Month-to-month,67.27,403.62,No
C0488,Female,0,No,No,39,Yes,No,Month-to-month,30.01,1170.39,No
C0489,Male,0,No,No,52,Yes,Fiber optic,Month-to-month,98.14,5103.28,No
C0490,Male,0,No,No,23,Yes,Fiber optic,Month-to-month,46.76,1075.48,Yes
C0491,Female,0,No,No,50,Yes,Fiber optic,One year,34.63,1731.5,No
C0492,Male,0,No,No,43,No,Fiber optic,Month-to-month,80.81,3474.83,No
C0493,Male,1,No,Yes,19,Yes,Fiber optic,Month-to-month,23.43,445.17,No
C0494,Female,0,Yes,Yes,69,Yes,DSL,Month-to-month,75.8,5230.2,No
C0495,Male,0,Yes,No,51,Yes,No,Two year,82.84,4224.84,No
C0496,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,39.34,432.74,Yes
C0497,Male,1,Yes,Yes,12,Yes,Fiber optic,Month-to-month,23.78,285.36,No
C0498,Female,0,Yes,Yes,8,Yes,DSL,Month-to-month,52.73,421.84,No
C0499,Male,0,No,Yes,24,Yes,Fiber optic,Two year,28.87,692.88,Yes
C0500,Female,0,Yes,No,41,Yes,DSL,One year,30.48,1249.68,Yes
C0501,Male,0,Yes,Yes,36,Yes,Fiber optic,Month-to-month,42.88,1543.68,No
C0502,Male,0,Yes,No,55,No,Fiber optic,Month-to-month,46.59,2562.45,Yes
C0503,Male,0,Yes,Yes,9,Yes,DSL,Month-to-month,67.7,609.3,No
C0504,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,81.06,3809.82,No
C0505,Male,0,No,Yes,15,Yes,Fiber optic,Two year,73.35,1100.25,No
C0506,Male,0,No,No,48,No,Fiber optic,One year,33.35,1600.8,No
C0507,Female,0,No,Yes,42,Yes,DSL,Month-to-month,35.49,1490.58,No
C0508,Male,0,Yes,No,60,Yes,DSL,Two year,99.09,5945.4,Yes
C0509,Female,0,No,Yes,70,Yes,DSL,Month-to-month,70.25,4917.5,No
C0510,Female,0,Yes,No,12,Yes,DSL,One year,98.29,1179.48,No
C0511,Male,1,Yes,No,2,Yes,No,Two year,53.44,106.88,No
C0512,Female,0,Yes,No,7,Yes,DSL,Month-to-month,75.3,527.1,Yes
C0513,Male,0,Yes,No,3,Yes,Fiber optic,One year,67.13,201.39,No
C0514,Female,0,No,No,3,Yes,DSL,Month-to-month,48.72,146.16,No
C0515,Female,1,No,No,27,Yes,Fiber optic,Month-to-month,62.29,1681.83,No
C0516,Male,0,Yes,No,40,Yes,Fiber optic,Month-to-month,65.22,2608.8,No
C0517,Female,0,No,No,33,Yes,Fiber optic,Month-to-month,38.07,1256.31,No
C0518,Female,0,Yes,No,1,Yes,DSL,One year,48.35,48.35,No
C0519,Female,0,No,No,8,Yes,Fiber optic,Two year,91.23,729.84,No
C0520,Female,0,No,No,32,Yes,Fiber optic,One year,102.42,3277.44,No
C0521,Female,1,Yes,No,48,Yes,DSL,Two year,52.38,2514.24,No
C0522,Male,1,No,Yes,4,Yes,DSL,Two year,47.63,190.52,No
C0523,Female,0,Yes,No,70,Yes,Fiber optic,Month-to-month,37.57,2629.9,No
C0524,Male,0,No,No,19,Yes,Fiber optic,Month-to-month,81.06,1540.14,No
C0525,Female,1,Yes,Yes,32,Yes,Fiber optic,Month-to-month,49.08,1570.56,No
C0526,Male,0,Yes,No,9,Yes,DSL,One year,108.9,980.1,No
C0527,Male,0,No,Yes,12,Yes,Fiber optic,Two year,49.31,591.72,No
C0528,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,55.47,610.17,No
C0529,Female,0,Yes,Yes,46,No,Fiber optic,One year,74.3,3417.8,No
C0530,Female,0,No,No,16,Yes,Fiber optic,One year,92.15,1474.4,No
C0531,Male,0,No,No,1,Yes,Fiber optic,One year,62.26,62.26,No
C0532,Female,1,Yes,No,63,No,Fiber optic,Month-to-month,58.04,3656.52,No
C0533,Male,1,Yes,No,21,Yes,DSL,Month-to-month,109.61,2301.81,Yes
C0534,Male,0,No,No,30,Yes,Fiber optic,Month-to-month,20.94,628.2,No
C0535,Male,0,Yes,No,13,Yes,DSL,Month-to-month,100.56,1307.28,No
C0536,Female,1,Yes,Yes,34,Yes,Fiber optic,Month-to-month,33.42,1136.28,No
C0537,Female,0,Yes,No,4,Yes,Fiber optic,One year,90.73,362.92,No
C0538,Male,0,No,Yes,28,Yes,Fiber optic,Month-to-month,75.61,2117.08,No
C0539,Male,1,No,No,59,Yes,DSL,Two year,50.77,2995.43,No
C0540,Female,1,Yes,No,27,Yes,Fiber optic,Month-to-month,98.65,2663.55,No
C0541,Male,0,No,No,69,Yes,Fiber optic,One year,21.16,1460.04,No
C0542,Female,0,Yes,No,25,Yes,DSL,Month-to-month,40.4,1010.0,No
C0543,Male,0,No,No,3,Yes,DSL,One year,71.02,213.06,Yes
C0544,Female,0,Yes,No,68,Yes,DSL,Two year,51.64,3511.52,No
C0545,Male,0,Yes,Yes,25,Yes,DSL,Month-to-month,74.93,1873.25,No
C0546,Female,0,No,No,20,No,DSL,Month-to-month,22.17,443.4,No
C0547,Male,0,Yes,Yes,34,Yes,DSL,One year,30.48,1036.32,No
C0548,Female,0,No,No,26,Yes,DSL,Month-to-month,31.44,817.44,No
C0549,Female,0,No,No,5,No,Fiber optic,Month-to-month,37.04,185.2,Yes
C0550,Male,0,Yes,No,61,Yes,Fiber optic,Month-to-month,61.34,3741.74,No
